lng,lat
144.43770,43.03907
-1.40699,52.56905
9.75405,50.69474
-1.29558,54.63338
14.83431,50.29169
-3.71575,51.53734
13.33966,43.35425
22.31479,39.62542
21.67753,47.72591
126.64547,34.87864
137.27848,36.67870
13.32184,48.54882
18.27717,40.17521
12.22551,54.07688
-72.56313,41.76359
9.46474,49.19313
-94.10881,45.49964
-113.98716,50.95378
-1.36128,42.55501
15.92036,51.55380
-118.38492,40.22117
-6.69339,38.31602
16.67309,40.68372
12.97076,51.19690
-5.20440,41.31321
11.47517,48.97690
-2.25974,52.36689
22.18943,40.88675
22.45491,37.26708
10.03005,53.50806
140.14857,35.50639
-87.92910,42.85183
140.92530,38.11300
-77.37014,39.34160
3.32087,43.39630
13.61155,43.34592
9.96883,50.84628
18.14920,40.03232
-85.03513,33.00007
12.16007,45.74965
111.86116,36.04337
30.89764,-18.01299
-121.05587,38.63751
-89.03843,42.16120
11.00294,53.52809
11.53389,48.31673
25.95390,40.91430
-44.78954,-20.43138
9.75698,50.68325
12.51811,51.34895
139.66556,36.10990
18.12030,40.23878
11.36438,49.30401
-71.47518,42.78874
11.53494,51.93593
23.12261,38.95274
3.01238,51.19928
-50.87480,-30.14406
10.87322,48.40298
10.18881,49.57614
12.98863,45.89528
140.67193,35.90588
11.73517,43.26024
17.48823,40.43520
22.22276,37.39584
-80.30155,36.02838
34.28555,40.63239
21.30809,38.60222
-74.07604,42.88193
136.41049,34.66792
-94.45956,39.07085
15.72071,41.39568
12.42466,51.72620
128.09410,36.46937
-83.68046,43.15173
16.37162,41.16848
12.59730,48.70004
11.71341,43.52443
140.64577,40.82914
-46.49449,-17.78767
134.00550,34.25207
-70.15996,44.47411
-3.03887,40.08283
17.03356,51.76027
12.77501,51.38149
22.53597,39.52101
-45.72520,-23.17531
139.92684,35.92039
15.81991,50.17961
22.38649,-34.00190
18.02557,50.98169
12.17559,44.20519
12.01138,51.17841
144.11791,42.97165
132.69285,34.38114
21.27615,38.54715
7.80867,44.72378
128.39841,38.44460
35.08968,40.36812
-76.43121,42.43791
22.88509,39.10788
140.09043,35.87451
13.40653,48.58778
12.71378,41.50651
13.12632,41.43017
144.15902,42.99288
17.33910,46.99628
6.62447,53.18181
-74.53334,45.50889
141.52078,42.93824
25.94824,40.91337
-77.92103,36.03540
29.27667,37.63692
10.55855,45.23024
22.26133,48.14803
-71.57959,42.57477
11.81464,44.43061
16.24741,48.78969
10.83279,48.25782
3.41159,43.39104
-118.87603,35.30401
-73.43701,45.41419
9.95022,52.24269
22.67219,39.46328
140.68370,38.04008
18.19143,40.39911
-1.11785,37.84652
133.21347,35.53843
140.95804,38.36677
15.82331,51.24165
17.34999,40.45177
-77.98396,37.46324
12.16856,48.80931
6.63073,49.82941
7.85094,44.50672
-74.64723,44.96393
19.30819,48.54196
13.20299,45.79653
126.88156,35.82586
-71.73347,42.22137
1.49737,41.48708
36.86030,50.14562
15.35130,41.69999
12.08425,51.59645
-76.58869,40.68851
-7.20253,38.18069
15.91204,48.94592
-113.60296,50.16901
33.20861,35.20062
-5.43528,37.72572
5.83484,51.85688
-70.52412,-32.84181
-119.25444,36.38809
13.44167,50.45468
-5.32648,41.49237
22.66133,39.41675
13.60141,42.24015
26.19497,35.16594
138.47087,35.77328
13.28114,51.46726
15.47235,46.11195
-1.88062,50.86329
103.55155,36.58878
32.06143,46.99385
-0.21873,40.64982
20.50953,45.33955
107.87674,12.58855
11.76144,44.26080
-2.05063,50.77176
19.46429,-33.70070
134.96930,35.25297
21.90119,47.70222
141.28528,42.52802
-85.64261,42.25181
126.58071,36.32184
10.18199,49.60551
133.00101,33.85772
-4.38361,41.06370
11.73856,44.36669
-77.65681,36.51584
107.26912,10.69865
-88.62763,45.40008
17.84045,45.86296
37.12345,37.57685
2.30495,41.92193
18.15017,40.27664
22.77673,39.17432
-72.32782,41.97072
141.48778,42.62443
21.86098,47.71296
17.89893,45.55974
-6.73946,52.29630
11.58079,44.42527
-44.92591,-17.40471
12.36218,42.92492
12.36702,42.94201
32.42777,46.62991
13.54833,43.44352
18.15969,52.17008
137.88657,35.83470
-106.33637,32.03520
123.04499,45.84685
130.65860,32.86782
22.82830,36.73586
108.12485,11.89262
10.16879,52.41940
-1.72527,38.84236
24.24428,43.76661
8.70275,48.10788
21.32151,37.81680
22.44662,37.27659
17.05346,40.90630
-1.22870,41.72785
-105.06358,40.58260
10.87955,44.52073
16.53910,50.60314
-120.71939,35.65345
16.49360,49.38007
-72.51352,43.32411
32.78954,41.34825
-3.54043,39.94013
24.93541,41.00133
-75.09247,39.86335
-122.27440,38.02501
13.52846,43.44800
128.08056,37.22081
-1.43194,37.76312
-119.09337,35.44241
-3.08837,50.99165
-1.71748,47.00992
18.85723,47.10584
-158.04394,21.32233
20.01318,51.62566
136.90461,35.46903
15.64093,41.41457
18.11050,40.26659
-6.64457,38.50654
11.25424,44.61924
14.52538,36.81492
17.88317,40.31090
-4.51398,39.89552
16.04454,49.34172
149.19661,-35.23313
-38.23970,-9.72627
-82.35189,35.36330
24.01327,37.79194
22.49475,38.84978
-84.61428,33.54123
11.73858,55.25314
-80.13878,34.70699
-84.75321,35.89254
11.83401,51.14160
-75.54517,39.72396
22.82754,38.50671
141.11140,39.40200
110.02472,35.39418
-2.71305,51.58790
10.88536,49.50240
-72.50587,42.22098
140.05354,36.13478
26.30824,42.64831
107.32959,10.92819
-73.10231,43.82706
12.89548,48.76439
110.46542,40.69681
144.43839,43.03315
44.18420,40.25343
-73.12289,44.60394
21.42609,38.43395
8.56974,44.73699
107.60380,12.19772
32.70778,38.25689
78.45455,17.47548
11.13119,48.21921
10.74428,45.59625
12.21187,52.94215
22.15863,48.01118
12.13129,48.57234
13.61391,43.31118
-0.34852,41.20505
110.01300,35.18389
14.88222,50.60845
-1.67193,52.86406
-0.60832,41.30723
-5.42531,37.15725
140.92741,42.37000
113.43760,40.79593
11.58385,49.79740
109.99461,35.13082
105.69855,9.20007
22.50891,38.80757
-82.93603,32.51130
-0.52889,38.92665
7.77331,50.47573
-70.68948,-34.15416
-71.00472,41.67165
21.37393,55.81532
-3.97225,42.12540
22.50253,38.98846
12.39850,51.54427
13.42574,43.09723
24.05057,49.45295
-70.87542,41.75897
-74.56774,40.40350
140.31763,37.44204
110.88393,19.72684
127.87320,37.29507
9.89072,45.54047
24.41522,58.90600
18.06612,40.47269
11.83705,43.47074
23.39771,38.38237
16.19275,51.23395
12.13211,51.35320
13.26988,41.64480
126.52829,36.52250
12.81212,50.92709
26.86354,44.32891
22.68491,36.92231
20.93896,47.77660
-72.11916,41.54177
13.82108,42.72179
13.44328,37.97376
11.20878,54.91235
-119.41601,36.66822
-79.70836,47.53656
139.80327,36.56824
16.79776,47.51320
-5.56716,38.76146
12.42550,51.72770
16.46291,49.32572
21.59576,47.95520
13.43563,46.04720
117.10156,31.98698
22.81564,38.89315
22.40970,52.03309
-1.74219,51.62113
-94.60282,45.64097
21.36840,38.69319
15.62689,40.57756
21.37063,53.43653
138.00558,36.06496
128.68524,36.32631
-85.04892,42.37177
136.89799,34.88251
138.19696,36.41982
19.23576,48.17416
12.14468,48.77678
141.54912,42.89622
121.25650,41.84089
126.60150,34.93802
17.86687,40.61840
134.05598,34.60651
-54.63984,-30.97151
10.81885,44.21302
17.61286,40.45110
76.37065,28.12547
-1.12990,50.69999
-1.86027,42.21427
16.27880,40.61786
-70.73985,42.17993
-83.29115,33.08859
12.30901,48.53854
21.48038,40.11483
17.27129,40.53096
12.44810,43.39608
22.45197,63.46320
-69.95022,43.89626
-112.45182,34.55728
26.46731,41.47637
19.59410,47.00527
25.39560,44.98534
14.58166,49.12145
140.74279,38.17437
-3.07468,37.24148
12.92996,43.80405
-78.69911,34.30805
37.12721,37.71678
-53.34875,-23.83166
-94.28375,45.52361
-77.41545,39.35954
0.12229,40.33651
16.62900,40.79665
73.43105,28.28906
-70.87989,42.56678
16.54177,52.35121
143.23259,42.91057
35.20872,39.25531
-71.92839,41.74163
134.13142,34.28419
-74.97969,40.01465
11.88431,44.54634
-47.34712,-22.70701
22.12629,47.85677
6.02268,50.83349
105.61044,37.03699
18.18356,40.23230
16.96134,40.93200
11.08490,44.78866
13.76767,43.08391
17.46619,46.63459
-38.79226,-7.90005
10.44149,52.04542
136.60858,34.59577
26.45724,41.47902
128.39619,38.44480
12.38173,43.01804
18.17085,39.94037
18.12694,40.01392
-5.63790,41.32046
136.40411,34.66224
77.64405,10.98588
21.30203,38.49200
12.87846,41.49984
140.71723,38.28333
23.41729,40.05858
17.29007,40.58341
9.66827,51.04177
-79.28618,44.27720
-3.79327,37.08483
126.54240,34.56479
11.98584,44.39128
136.58049,35.01921
17.99302,40.33704
15.47531,41.65283
-79.01041,43.12057
12.10051,51.48705
13.72651,42.71733
-120.15131,36.98355
22.23116,-33.60828
13.74901,51.96015
-78.92068,36.47676
23.70763,52.88854
107.29550,10.45339
13.17690,37.53063
15.12308,47.05608
126.18749,36.75419
18.34199,39.84618
13.61710,43.02821
11.90074,44.38317
13.17339,37.53268
-74.07385,42.04024
37.24045,36.79193
12.79414,41.51656
140.30225,35.74725
22.58223,39.49591
17.88941,40.65263
26.78494,42.56353
12.21463,54.16703
-74.98428,39.97263
138.87041,34.71351
20.53635,53.80388
12.06773,44.25380
107.95571,12.55877
18.78759,54.05665
8.20172,45.02069
-76.49537,39.13723
-73.11166,44.43601
11.53561,51.86319
138.82362,36.30507
32.72856,37.34642
22.99512,40.78947
117.59932,38.90220
108.83052,14.51162
-117.36410,38.24139
-4.87299,41.35843
12.39828,49.46667
18.15719,40.24657
-104.75153,38.75597
13.42682,43.47338
-72.38855,-36.72996
-55.98611,-27.39804
12.69161,45.55567
109.21334,35.08731
16.97071,41.08299
-3.06403,40.52170
11.96851,44.46331
10.17826,50.02670
-1.01330,38.41769
19.40973,47.87499
22.99748,38.24228
16.49645,39.67599
9.38484,51.27985
14.66553,36.77889
109.15026,12.61549
16.14962,52.12442
-58.03285,-13.31048
-61.04722,2.16585
9.60084,45.57617
22.26401,39.43359
128.21443,36.47620
16.75984,52.16717
23.09377,38.43549
105.43815,37.38579
18.13257,40.17614
-15.89151,18.09259
12.14997,49.72144
12.84491,48.63047
123.84589,43.88629
-0.30355,49.19648
-80.23895,35.28640
10.80755,44.63751
-72.39342,43.54310
6.88014,49.93323
114.40925,41.44073
9.23333,49.24160
79.68150,25.94299
22.45173,40.84208
13.25546,48.71623
10.54101,50.04323
-92.67749,44.04815
8.55831,44.93295
23.12726,38.96800
139.86726,37.62331
-2.63541,40.77073
19.26281,51.21513
22.28344,39.44319
137.19759,35.30480
-0.17394,41.09517
18.19132,40.23298
17.15445,49.63593
14.26667,50.04140
-8.22161,38.08424
-1.35727,54.54572
-6.98659,39.24462
14.47703,36.91347
10.61471,48.35159
137.95383,34.74706
21.08161,48.60483
10.61907,50.13180
123.46545,40.54231
-79.30454,37.05131
-6.17003,54.61043
73.43758,23.51216
12.98076,41.43844
9.56624,51.31981
-1.12841,50.70228
107.25060,34.48164
11.39659,52.27822
105.17575,35.38586
33.85560,35.04346
11.89553,43.31216
-85.82321,40.58198
-77.55436,35.29854
114.18832,40.20599
128.09876,36.31020
101.10468,4.49664
8.54382,50.42570
9.46194,53.67997
16.26393,52.49159
-93.91640,44.15490
102.89252,35.87322
8.62755,49.41812
141.05421,39.25029
11.58094,51.87066
140.06502,36.00334
139.41773,36.04778
123.60441,43.47693
9.49916,51.98081
13.61383,43.03499
2.76354,43.10138
11.00951,49.82713
139.96984,36.03171
-117.32724,34.18762
97.84652,39.79684
-72.95252,43.58527
-73.81936,42.54830
30.23188,39.72595
-77.31323,35.64211
11.43741,50.18815
114.49246,38.63670
25.60725,41.01412
-0.74279,50.84644
117.54873,37.39532
-93.90126,44.79373
-73.71202,42.93394
22.98320,40.87435
5.97196,50.97299
15.19396,45.53582
-3.93659,50.36108
-76.44037,42.43875
11.80575,51.93194
18.21589,40.19935
-1.15355,52.05191
-119.81153,36.23244
11.73995,52.17910
140.84634,38.36538
-77.91100,43.20961
25.19171,40.99360
-6.27972,39.96859
19.97892,46.27611
12.95497,43.62115
-80.10869,36.29778
-6.43543,38.85092
-73.88220,42.59853
-1.47596,39.10821
17.85805,40.67300
11.56241,44.87271
21.66036,47.91951
12.08684,44.51111
-4.32935,50.50934
11.01664,50.15968
114.20343,40.20613
141.54488,43.00483
109.98740,35.13369
22.29031,39.08986
25.06365,-28.12668
-70.52129,44.51519
33.37941,39.60668
126.66919,34.59319
-76.93928,36.37349
-74.07315,42.04025
-1.57139,41.98257
-105.24119,40.01184
12.34943,48.99800
9.44247,42.08466
17.37174,40.47547
128.23371,36.36794
22.70738,39.45515
-87.76452,43.74766
12.04316,44.44149
16.79229,49.20031
114.49084,40.54575
-104.65940,39.90340
-71.14669,41.96004
16.22954,40.94213
11.97496,50.35072
137.14474,35.42585
1.21324,43.31900
17.41896,51.68587
-6.74534,52.29788
40.97105,38.18525
22.08957,47.98861
21.11608,48.31890
-76.13281,42.60795
-47.85242,-22.02031
9.63712,48.60433
-104.75677,39.69977
13.29756,43.65839
-74.52425,45.49594
16.40685,51.78296
-120.22296,47.02091
22.09173,48.20993
8.98790,51.87032
-72.58180,42.18440
-84.92841,34.71060
127.34270,35.51802
139.89397,36.63102
-76.11181,42.08728
17.76186,40.34107
114.53617,38.68032
140.54743,37.98680
136.27483,35.24277
8.33492,44.89504
-4.87330,50.35118
36.20871,50.11318
16.63419,41.02024
23.72369,50.62615
-6.17298,54.55559
22.66866,39.63384
-76.14633,39.49584
0.21475,42.02510
-70.56845,41.40554
141.49771,40.47861
19.24695,51.20020
-76.98964,42.88984
-72.18037,42.41950
22.52666,39.53013
133.56675,33.61008
-78.88705,42.99974
137.08545,37.31104
136.70177,35.48061
141.40564,43.10863
14.41438,48.93080
22.11934,40.36988
-49.08961,-15.38459
-78.92850,34.63604
-71.09494,41.59008
103.31601,4.98073
-0.16245,39.91274
114.22265,38.51591
-2.48790,39.04911
136.57549,34.90207
-0.31774,53.80890
-77.05712,35.20881
122.18813,41.33730
-2.23364,51.28546
107.93146,12.59416
102.36140,38.46539
144.34290,43.03173
-72.70097,41.82873
26.37916,41.47365
0.82471,43.36534
135.78845,34.39570
11.95926,49.91543
13.43935,50.45783
77.58745,28.43673
20.00454,46.43532
14.47498,48.93440
-79.80910,42.88200
136.29130,34.62445
20.38258,-28.66692
4.79087,44.68436
13.04476,48.78484
20.29453,46.81883
27.28912,58.04343
-80.16577,7.67902
-4.29890,41.12036
136.01512,35.29898
8.71850,48.38229
23.42112,38.35888
11.45658,51.38829
126.95799,36.17681
11.70472,51.14086
17.62335,40.47829
136.72467,35.04420
7.81941,45.18700
11.86180,50.30633
14.70388,36.89099
131.00178,33.95257
141.42852,43.11703
137.66962,34.69390
-1.37444,54.59171
141.16056,42.47381
-76.33166,42.49126
-71.09537,41.58967
21.68672,51.39052
13.77318,50.75918
16.56360,50.37883
4.93746,50.44195
14.79061,51.39284
13.45011,43.35814
30.31250,38.46085
16.14270,41.20437
29.27760,37.62833
17.29132,40.58619
-75.76385,39.38704
140.78073,38.30771
23.46526,38.39274
126.68482,34.56140
11.88400,55.05409
130.73557,33.08347
38.48753,37.78456
-2.52717,51.54289
7.97975,50.62208
22.32568,39.40627
12.04969,49.21395
-1.73625,51.60922
101.93800,36.45676
11.74861,43.25388
139.11120,36.50443
14.15878,51.76916
12.13142,50.09061
8.14758,45.48105
26.64420,58.34322
-112.55708,42.40674
144.30322,-36.67434
12.21136,45.15234
-2.93819,37.19609
-94.34387,45.56411
11.84038,44.53180
-71.54690,41.79769
123.03615,45.84724
11.29351,50.16305
77.96032,45.24370
17.17650,48.91230
126.61290,34.94618
141.44129,40.55605
0.09084,45.61669
-104.67376,39.90272
10.58959,47.76013
129.40851,36.43462
33.10738,39.16119
-1.31788,41.57058
30.97302,50.37688
10.43241,44.85041
-7.16330,38.83876
1.25563,43.35956
7.48487,44.77616
-5.12965,50.12739
22.44545,38.92857
-1.01021,45.20214
100.01512,20.17198
12.71377,48.71885
126.48526,35.39864
-79.93671,33.95277
-4.01753,38.62228
-121.70976,38.63385
21.17523,38.66230
12.43638,51.14918
20.36965,48.82738
33.14920,40.01305
-6.68934,38.32400
38.56584,14.91624
-55.98551,-29.16408
127.09697,36.27141
17.24698,48.06630
11.53621,45.00446
23.47417,40.02051
10.63122,50.50225
26.76785,57.98136
-1.93947,39.21207
35.64706,40.65716
22.86353,38.57549
22.52384,38.69769
138.50673,35.70538
18.19217,40.06745
18.16553,40.40308
-5.46157,41.48258
110.45379,40.70155
17.62943,52.04799
140.09995,35.78364
14.99700,40.67027
-71.10929,41.75575
11.13359,42.95908
13.59382,42.93974
12.80854,48.76525
22.72097,40.82348
10.79356,51.48759
-6.62553,38.91692
15.18983,59.58946
139.79600,36.50034
21.15670,38.64959
142.51454,43.68588
-74.02209,41.90152
23.01458,52.16177
20.50978,53.38622
12.77872,45.65064
136.40716,34.70247
22.45800,40.86623
16.93606,40.94415
22.52354,39.51832
18.14611,40.25226
22.53473,38.87260
16.13984,40.70535
132.97393,34.47757
14.87691,53.76814
26.31867,42.64112
13.23813,52.19099
-60.14138,-12.83287
27.06130,57.81471
8.05855,50.31540
-76.46570,36.22383
-71.10881,41.68506
-1.23623,50.65700
-117.31948,34.09377
31.71850,40.10455
11.87750,49.91472
-120.89543,37.85907
116.63849,34.78856
134.07964,34.67808
21.66843,47.89753
26.71828,42.39495
20.02763,50.92772
-4.45292,41.85329
21.61328,40.56401
120.27394,41.67154
1.76268,48.05547
12.44787,48.90429
7.72575,50.58060
18.13956,40.42327
5.43945,44.10918
112.78378,39.04517
138.49780,35.71004
12.21320,52.93747
20.05571,48.37902
9.13256,51.14691
-79.73190,35.35108
12.57610,48.94555
33.94224,38.24904
12.02583,46.10161
128.26619,36.58032
26.09026,44.93511
-0.58846,43.37704
-73.24115,42.33300
12.87062,51.16771
-2.35624,51.14867
109.97787,35.13964
137.20599,36.72528
22.39255,38.87851
36.05690,39.06421
107.85525,10.78340
24.79517,55.13714
11.96357,44.39371
80.78872,16.52064
58.51941,23.62467
-106.63027,35.25821
-91.45925,44.24500
12.37405,42.96849
19.85931,47.35647
13.24592,43.25972
32.76662,37.37172
13.75825,42.63153
137.92381,35.58478
-3.08777,51.56348
-89.15906,14.28769
16.48533,52.82715
103.55208,35.34833
120.22184,41.68980
12.02066,51.45518
-84.28277,46.54212
-77.41414,35.37693
112.82364,39.79179
12.91891,37.77037
11.03798,51.76677
16.93493,40.79054
-0.28510,52.28666
16.92647,40.93244
-8.03844,38.48358
-2.87743,53.17266
140.77633,38.25824
21.09447,38.85917
7.86522,50.70304
26.35525,42.65802
-0.38153,52.32041
-70.28568,43.61647
32.58162,37.45360
-44.30348,-19.43173
-90.97246,38.96517
17.11679,48.36206
-83.96188,35.96037
15.25588,38.20532
15.69685,48.46885
36.44107,38.20263
-3.78179,37.08540
17.00628,40.95089
4.16508,39.99981
-78.85235,42.81267
13.27281,43.28870
12.88189,48.62463
-6.28592,36.68661
111.21217,40.19711
140.61949,35.89392
126.75069,34.67397
11.96192,44.35668
22.41700,38.87787
-78.69959,34.30672
12.24608,48.78051
21.16635,38.66608
-94.27850,45.54627
33.90578,38.23156
10.24232,48.80852
12.66267,48.93879
16.12653,51.65916
-121.48417,38.78334
12.48698,51.10312
6.31984,51.26647
9.58141,45.56034
132.71830,34.38578
112.62208,39.36565
-88.14204,42.34500
12.36747,42.94063
141.52463,40.28968
-5.27460,37.63728
13.27379,45.84546
-69.94975,43.89789
141.16905,39.11334
-42.69932,-22.51841
17.49563,40.79052
118.01493,37.61542
143.83485,43.81838
-71.04461,19.55978
10.87997,48.45588
-49.89994,-21.77800
-81.78320,26.46516
12.22993,42.57699
14.64066,37.01237
23.07947,40.78565
137.85847,36.38788
12.17761,50.96149
-72.64908,42.16562
21.16398,38.65932
-73.91628,42.84110
111.84406,36.05848
-78.79076,42.99313
13.70572,42.61622
114.70052,38.49134
13.75997,52.63421
21.91183,50.75745
15.70817,41.38696
-119.06857,36.14679
-70.98106,41.76514
108.18688,11.77789
22.07456,39.32542
7.87049,35.91920
28.57951,37.38142
22.79914,40.74386
-1.36882,52.69146
20.95765,47.98579
16.52746,40.40894
22.58884,37.61822
16.92304,48.98036
-75.87244,43.93378
8.64181,50.54670
108.58940,14.13144
110.00785,35.38290
-5.85206,41.17781
-85.96237,39.98122
22.66824,39.46875
-76.84638,35.49878
18.73800,46.25049
23.73981,40.89237
16.24629,52.52510
120.25111,41.66184
-71.13426,41.99604
-0.72777,44.03409
22.99293,40.78766
18.34558,39.84891
116.33155,24.42563
-83.95175,35.04814
0.04784,43.39311
-95.14742,45.85107
-72.63146,40.83659
133.05438,34.47609
15.70127,41.39897
18.96130,47.12221
-3.16856,51.70157
114.25049,38.50354
11.91396,49.53821
12.26142,54.94197
11.05708,42.76127
18.12258,50.08774
138.55407,35.57910
11.93982,51.04133
136.59622,35.04831
107.58938,12.06338
-77.74346,36.05617
128.74456,36.14657
22.12523,39.33888
12.77003,48.61909
114.70813,38.49725
13.82716,42.95884
12.47199,42.42380
22.06344,39.32348
-86.21546,40.14641
78.42394,10.83431
-71.55002,42.11590
140.99500,38.36608
8.74762,50.64818
-91.17446,40.80221
137.05671,35.42971
131.88257,33.98612
11.01406,48.06647
-0.75744,41.37567
115.15243,37.28387
11.01602,45.33756
11.31022,48.21504
16.97619,40.98167
-4.11051,51.04907
-86.19369,39.72077
21.70790,47.39521
22.79649,40.89784
114.64268,38.72232
26.44817,41.47082
111.78340,39.51948
139.21501,36.47460
-72.85731,40.81178
1.81333,43.44002
114.19414,38.37250
-104.65948,39.63385
-71.79424,-35.61540
127.03503,34.76399
114.43451,37.62003
-116.28935,43.46944
-4.58418,40.45255
13.85459,50.98244
10.82608,51.48916
20.87631,39.11471
-4.35963,41.14706
136.48641,34.59560
110.33319,19.61466
144.37796,43.03993
12.19962,44.16171
-70.53057,43.59864
20.14115,46.27995
114.22706,41.73593
16.09826,40.72126
-5.53173,38.74603
10.74867,50.13108
127.00853,36.20097
30.14076,39.92863
136.54711,34.90780
27.76275,42.82948
13.45725,43.22965
13.37672,48.44013
-72.70183,42.28676
13.70693,43.24882
-1.80159,52.89050
5.23883,45.78637
33.61799,35.25927
30.36415,38.02267
126.58576,34.91848
126.75056,37.30754
114.08100,39.95724
135.88177,34.96373
128.23483,35.94739
7.47254,44.65723
22.62816,51.26673
138.93923,36.38888
-72.62088,42.40070
113.03463,40.31536
21.13158,48.37951
16.77992,51.70457
13.12005,48.53787
-69.79304,44.22809
114.96813,40.01930
-101.45778,21.00021
12.95119,45.76070
8.71301,40.65036
136.62656,34.57353
140.10040,36.01357
10.90539,48.18666
-94.11786,45.49556
22.11304,39.52701
-72.53656,42.22843
1.02050,44.05208
16.51382,40.51785
-76.83486,39.34259
38.28569,37.83331
127.00413,35.81111
136.57761,34.60069
20.84520,39.12061
-54.76711,-20.45015
129.08003,36.52744
77.97414,9.05442
-54.38742,-21.48198
8.87726,45.47480
-2.87935,54.03890
149.75547,-26.26913
140.52128,37.73341
17.06177,46.42612
141.26462,40.59598
106.81293,38.07602
140.06595,35.39529
107.38601,34.62096
10.96012,49.98749
138.80870,36.44666
107.01106,11.80200
141.27067,43.17583
139.61573,35.80987
-85.05738,42.35372
-3.78801,50.83413
-78.10715,35.43788
-71.96933,44.38589
22.65576,39.53299
25.35442,41.11191
107.69326,12.54767
22.80510,38.73602
-1.74738,38.95547
-71.01421,41.84092
11.62123,49.19932
-7.00122,39.23374
20.78370,46.92557
-77.71205,39.56813
20.63098,46.54092
19.34494,48.18213
33.39247,36.63291
115.12365,37.27747
-2.67627,51.53391
-105.11204,40.59238
17.88369,46.35556
20.02054,46.42105
11.90717,45.21753
134.99651,34.83105
-53.30022,-23.37464
-1.78272,52.87609
136.61084,34.51915
120.52930,22.42419
77.59507,11.07055
138.66362,37.44205
33.25315,37.41457
-6.49730,38.75003
137.39718,35.38566
22.99708,40.78582
-52.52377,-23.67834
109.21838,35.10147
117.18681,38.96888
-1.44011,52.75667
-79.60709,34.98079
139.51572,36.31821
-76.43918,42.13082
138.09990,36.55388
8.68063,39.11473
11.01953,51.01084
-73.21401,43.60576
140.31457,37.36792
21.18020,38.68139
23.29834,38.36075
139.20714,36.38494
-88.22673,43.10762
73.24122,22.53581
20.25918,52.20029
-77.75112,36.05711
19.41567,51.12515
18.03791,40.31501
22.63897,36.86956
141.60142,39.29498
143.84973,43.78817
107.30535,11.14802
-72.95145,42.31227
22.04898,39.81661
21.74865,51.90116
139.42318,36.06598
22.62537,38.94872
16.27480,41.18179
18.04722,47.49077
122.51323,41.29875
120.93652,32.68356
-79.74416,35.33960
-5.79495,36.62401
126.93783,35.82868
19.31561,48.05420
139.77524,36.59767
18.38695,45.30220
126.52094,36.81007
16.54694,40.48779
-78.85498,42.81821
16.54480,40.48881
22.35018,39.79292
111.97349,40.92032
18.77588,47.71909
13.29425,43.61827
11.30858,54.70330
118.00827,36.95659
-81.05275,33.93378
33.87974,35.05249
18.29646,40.18585
108.57352,34.62453
58.52006,23.62686
11.42254,53.24056
108.53181,15.25931
17.41236,40.39532
12.75635,43.83385
-72.46399,43.46832
111.54756,37.01088
21.31354,48.06740
-44.99271,-17.36778
4.94261,51.61277
140.65701,41.87527
140.74294,36.81549
111.76975,38.82203
-7.26657,38.51570
17.01013,46.10815
113.72602,39.37103
139.17678,-35.12398
105.17213,35.38387
-1.23937,39.72543
17.40329,40.45776
-82.98280,33.28628
5.75437,53.20338
-43.71491,-22.44540
11.20948,49.66758
-0.68773,53.61847
-81.88595,36.01932
137.23075,35.37320
138.48535,34.98424
-4.02626,51.78701
15.55155,50.25639
16.37747,47.98889
126.61471,34.41576
128.24480,36.56260
22.12186,56.18362
12.83631,37.61966
21.75194,51.89962
140.00102,36.08251
138.78501,35.79130
24.61044,48.86626
27.07539,49.40005
110.05189,21.38970
126.94203,35.77796
12.45053,48.04168
20.02874,48.40486
14.47768,49.30625
-4.04162,51.65567
16.42240,48.81145
20.05282,46.74594
-78.18059,35.55004
-3.16974,51.69962
142.39133,43.72569
-84.71527,33.04546
10.96638,48.52769
21.45099,47.83734
21.44694,40.81568
-4.87982,41.03883
16.98094,40.55753
106.12588,11.69745
13.45486,43.23480
13.89060,37.62656
139.82843,36.44232
-6.25110,54.88197
76.34086,13.27262
21.36161,50.05507
20.85586,39.11528
17.02898,51.31846
17.47704,52.22962
22.69349,38.65021
18.09993,40.13952
15.70250,41.40975
-6.29784,37.37956
-1.75270,50.75876
-1.26770,54.63232
10.65987,50.46523
-0.91668,41.63773
-1.85404,42.21440
-76.44657,43.07210
22.65282,39.68061
10.48590,45.58622
128.56847,36.78456
16.59353,51.88116
127.13754,36.15547
141.09874,42.42585
-3.63688,37.64691
102.30622,38.27455
-78.10583,35.43709
141.30275,43.19778
20.87189,47.94807
11.00838,44.64845
25.39529,44.98746
22.66430,39.52648
120.23372,41.68717
17.17649,47.11843
22.57259,39.48690
32.83859,37.38089
25.98208,43.44366
110.01211,35.38179
17.99325,40.51821
17.81284,40.60508
6.64445,52.38231
11.28433,50.00670
121.39071,23.57546
130.85018,33.86206
34.62325,38.56259
30.25651,51.78423
7.12332,49.18581
126.64179,34.88538
-73.23670,44.37385
-4.72524,40.83411
11.94032,44.46636
10.83505,50.07073
22.47094,40.20000
130.72765,33.71888
136.50659,34.61467
13.01920,43.62142
135.30256,34.83363
10.80661,45.41507
110.02785,35.27151
12.01254,44.29617
4.39636,50.43379
108.25670,12.60607
118.45270,35.75590
18.09735,39.97343
143.86016,43.78353
-71.59967,42.02317
73.81904,18.55592
10.65143,47.92712
22.80172,40.71794
0.69673,51.61717
-74.95769,39.51514
18.33404,39.85517
