lng,lat
140.39757,36.33677
22.67155,37.04113
12.27050,45.61415
0.21254,53.14409
13.42232,48.57916
-121.73663,37.22765
-3.08083,51.62049
33.90400,38.23127
21.74744,36.96700
17.65787,52.03750
-76.15238,42.61237
7.76264,49.16527
136.62141,35.07480
21.25371,48.38103
7.26857,51.48368
18.10462,40.05689
21.86769,39.33034
0.12479,40.89938
-71.38332,42.31390
9.33428,50.66441
11.31512,51.36316
22.14914,47.99586
135.51275,35.02734
-73.83028,42.54256
23.76674,40.90607
18.62305,45.69064
-1.86176,50.77588
10.22070,49.24921
-77.82306,39.67182
105.29701,19.24979
-2.79778,38.36159
-3.95843,51.68654
7.61859,52.20454
-4.32621,41.15416
-2.71692,39.87556
-2.37999,53.53340
11.01745,48.06678
-1.27349,41.95563
12.39055,42.42859
-3.95988,51.68492
-2.43154,39.91639
21.15453,38.66491
128.09295,37.11457
-0.43893,53.77416
22.61418,38.80364
11.64059,50.88453
-5.61935,41.48809
78.01952,9.37883
-0.59371,43.38226
-71.65802,41.56602
22.51407,40.52960
143.44739,42.94098
22.50646,40.14114
126.76295,35.64010
8.64399,50.02321
0.69126,51.35660
126.69486,35.64024
126.93651,36.20810
128.62738,36.94004
128.08778,36.34877
17.48547,49.51655
11.26220,49.82161
22.56114,38.81568
-3.30980,51.41908
-6.50376,37.14898
6.52625,52.96601
-84.28434,46.54939
13.98557,42.64091
23.06311,43.66461
9.71434,45.04757
11.79170,48.46131
13.76367,42.77947
-4.31679,50.47411
12.84324,48.78567
13.34950,43.41185
13.54105,43.23493
11.83033,48.56710
-6.45174,40.01160
13.51472,43.22268
-5.65630,37.56023
-6.74469,52.30553
-55.68014,-15.20733
-73.17247,44.86204
23.56393,38.32580
22.85028,39.12928
137.42228,34.87316
25.95186,40.90610
-2.39130,39.16441
128.61289,36.76428
-4.27384,37.70849
14.11559,52.30180
22.39834,39.65292
18.07685,40.35785
108.96194,11.66091
141.23258,40.68111
12.46256,45.92223
126.37454,36.55508
23.80276,43.63528
-2.19115,39.16968
-72.79775,41.71223
135.40063,34.42456
-88.08277,41.59755
19.28268,50.19383
14.03264,42.34489
16.64978,40.79585
21.16009,38.67821
16.78195,40.90052
108.88956,11.46450
128.14882,36.52403
3.42920,43.46505
-72.46489,44.19503
-5.16018,41.63476
22.91998,39.00521
-5.03011,37.52531
141.44213,42.60087
-3.29819,39.09342
-6.38187,34.30285
136.90399,34.95965
12.72430,48.72117
-0.35461,51.86925
22.29964,39.47244
-71.04474,41.61741
-5.75442,40.56034
-89.15600,14.28892
105.61916,37.03674
142.43155,43.81179
10.44547,49.04681
-70.96532,41.74883
-3.95526,39.69234
-104.41067,38.31992
-79.62269,47.66867
-90.65826,42.50828
-119.21424,36.31805
105.94262,38.28935
17.81336,40.48137
127.90545,35.61922
15.11858,40.57622
133.04181,34.64791
11.01449,50.16156
17.51373,49.48342
76.74051,14.52624
-0.92052,50.82201
12.36146,42.14774
12.83299,48.79413
140.66605,35.96452
-5.18918,41.65763
9.17280,50.51862
7.62552,44.74067
-78.18881,39.20164
11.34693,53.39288
127.83519,35.09676
13.02274,43.66008
12.92982,43.59934
8.60391,48.00266
22.01410,38.92035
-94.12166,45.47244
141.66526,42.73028
-122.82937,45.12830
-121.81503,37.28698
16.96599,52.04482
-1.36172,53.28203
141.50040,43.13138
-3.71370,37.14129
11.35828,53.39016
17.44710,52.50366
-8.95574,38.57201
14.49290,48.92329
-73.70007,42.67276
-104.57318,38.31467
122.18099,41.33929
22.65217,39.41115
11.48385,48.93780
22.28051,39.46676
-69.62095,44.58255
-6.28228,41.31688
1.50909,41.48434
128.40969,38.39911
-122.10816,39.78747
127.75768,36.82911
21.80267,37.06224
11.66662,51.35629
-79.67598,47.66174
13.78678,42.75918
-3.58534,51.74368
-1.50130,52.75057
12.90122,48.76123
12.58200,48.76516
14.26723,48.81917
103.55036,35.34139
16.94951,52.77700
21.94682,40.24338
-3.07913,51.62197
-3.75102,37.11059
-2.21259,50.92482
-48.44458,-20.93802
3.15266,43.34083
14.52885,36.80143
-82.84305,42.16779
11.69768,51.70921
0.69774,51.36897
13.52920,43.23643
10.95494,50.18693
-122.92392,45.58103
-71.58947,42.57017
21.88817,39.36631
-123.51514,45.10418
141.47252,43.07821
-4.30347,41.14286
21.13626,38.84750
20.86982,39.11484
22.05669,45.84407
13.90340,42.62811
-2.21895,39.20581
-5.00787,41.24952
22.52685,38.67877
6.61461,50.94746
9.38398,45.58482
-71.22473,41.76716
-73.08276,44.82494
14.39618,50.42006
10.97217,48.13185
12.77727,51.38658
-88.17395,41.49951
-87.88868,42.93672
107.85225,13.02564
-74.96562,39.50410
141.04341,38.40270
130.54696,33.82948
9.28765,45.55591
-87.98040,42.35437
19.73378,39.76107
-99.60825,33.01088
13.09309,45.80269
17.29586,40.44205
-121.85197,38.00684
7.78766,44.87481
-71.28746,41.79274
-113.61113,53.46881
22.74834,39.35723
17.86240,51.63288
5.98671,51.96456
12.19433,44.21459
18.36215,40.03898
11.10175,50.11121
9.97404,49.65223
23.15363,37.35495
-88.26230,43.04895
12.05583,48.99946
141.52827,43.00380
26.54468,42.46212
19.29286,54.17613
-72.74594,40.90894
16.25028,49.23332
12.27225,48.77033
25.96420,42.65188
-83.05596,12.17708
12.83552,48.79476
15.62422,40.58245
136.95567,34.89429
23.16621,38.49398
126.70852,34.52833
22.62503,51.26741
12.36934,51.43003
119.09593,32.22539
12.04788,44.51091
11.93509,44.52526
21.27270,38.60513
-0.57099,44.89658
140.83103,36.93210
10.57227,50.92806
11.67536,51.45486
16.78377,53.13087
16.18477,51.23563
21.27064,48.42137
20.51261,51.91452
22.74850,40.78434
129.40498,36.65050
19.86320,53.25156
-120.45372,37.88379
-70.96482,41.76388
19.21969,49.83884
16.91694,51.73892
19.33765,51.38910
14.11059,51.77430
-79.82652,47.83308
24.48772,58.58269
-7.05825,38.52375
136.90197,34.96290
126.57831,34.69932
0.60535,46.23782
21.94368,40.24474
15.76658,41.30966
-1.25334,41.71457
8.62894,50.60233
106.25650,9.53358
18.33564,39.82435
1.89839,46.19568
22.71425,39.23509
9.71989,45.64331
130.70248,33.58180
2.87148,42.72061
139.84017,36.32727
22.63577,36.86340
21.14094,38.84299
0.88220,50.99075
-87.80194,42.69060
21.23449,38.62353
142.16381,43.45633
126.62492,35.01494
16.12731,51.18962
13.08594,48.58356
-2.96551,37.19583
141.60638,43.06315
18.21395,40.17456
-7.47187,39.05086
-93.96998,44.17924
117.96592,5.94284
11.87960,51.03860
-79.93016,35.86976
13.63160,51.63228
13.39516,50.92457
23.68793,41.08470
109.15434,11.97819
26.81646,57.84093
18.31771,39.90734
143.25075,42.90329
12.75969,48.75119
12.40007,51.72677
21.76159,36.95658
-0.55663,48.33211
11.90214,44.44039
-5.69548,40.81102
18.08507,40.17369
26.58354,42.20682
2.92318,43.25905
-56.28344,-14.67042
12.82022,48.78163
36.65524,32.21728
14.27113,48.81251
-1.26186,38.45979
13.11337,51.32274
13.26333,49.56144
-71.24536,42.35563
127.06037,35.63295
-82.60366,35.66043
11.16393,48.21794
-71.53165,41.96711
-1.77508,42.25912
10.76581,45.57086
-75.03892,39.98672
-5.38889,40.88184
17.77053,43.20519
-78.50003,35.71406
22.47193,38.81046
-76.46362,36.22312
16.60011,49.00264
10.83432,48.49190
8.45215,47.89658
20.85554,39.12149
-3.10251,37.36040
26.06877,44.94529
-70.97878,41.75919
8.65064,39.12841
126.80466,35.57126
3.82687,40.01978
-121.70983,38.62039
-75.53115,42.55149
21.63051,46.78396
21.22054,48.74077
-79.02972,36.55392
18.28861,47.32218
12.83534,37.82990
8.26131,53.10165
12.04958,44.36357
118.70756,35.22038
12.92493,51.58716
-75.05299,39.83834
-3.58655,51.74057
35.22997,47.30919
141.40265,43.13247
140.76419,38.34433
117.71792,35.98825
-72.53259,42.23074
135.09511,34.27464
-78.76650,43.00031
-70.96602,41.73086
-5.19479,41.66659
-77.03759,37.69391
21.37878,47.93973
25.95555,40.91694
128.08120,36.31737
-78.31615,37.88664
15.16416,37.16759
-8.89586,51.95210
128.78988,37.88949
22.11500,39.44964
141.10335,39.42942
13.31579,37.90622
22.42709,39.54950
13.84711,50.35270
22.89362,39.05530
22.79103,37.90969
10.10493,48.30439
-2.70715,42.45677
5.48182,50.76863
-5.15731,41.63323
-6.29882,38.25847
132.82646,34.44571
127.49612,35.01037
-0.72627,50.85671
-94.07858,45.62544
-3.76221,51.59965
-41.78381,-17.81214
19.37618,53.50481
128.23552,36.48296
10.92651,48.08093
5.09413,51.01493
5.04324,47.36961
14.11529,50.44871
10.66397,45.31189
-74.02836,41.98777
13.29374,37.90900
25.08543,43.43612
12.61257,48.68301
11.56394,52.17349
-87.86299,42.94286
-85.05357,42.36389
22.28490,38.99793
11.92431,49.62235
103.63933,1.35006
24.03351,61.65169
141.61212,43.12994
11.22207,50.54217
14.44648,52.47154
10.37766,49.02432
142.57091,42.31851
-3.32620,51.41965
11.70385,51.13852
21.67502,39.53860
-6.60202,38.84633
23.36863,53.07017
22.06426,47.05160
26.07138,44.94734
140.73774,38.28947
-72.73947,41.64361
-40.50304,-7.59599
114.65344,38.69868
9.68287,51.04186
1.12709,51.32579
8.39556,47.88744
22.59785,36.90458
11.60192,51.79081
140.78169,38.20980
9.22664,50.99842
-93.80211,41.55456
135.33466,34.20858
-1.31808,53.11795
-1.31317,48.71113
2.95250,42.73518
1.96290,43.76551
7.64606,52.00882
-40.48967,-7.60673
-77.82525,39.62045
-71.04830,42.02824
11.88604,51.03730
9.90394,49.83922
6.01722,43.82941
-0.60570,50.83450
21.36600,38.69702
-84.27283,46.54117
108.18650,13.60133
18.40762,40.07388
17.07478,49.27851
-94.04557,45.43854
-72.54647,42.14283
14.25243,50.45810
136.58156,34.59233
117.55067,37.39545
21.32407,38.43477
12.85228,43.48061
10.58474,44.97773
21.60702,47.48084
16.34971,51.19205
16.86150,40.86232
7.84267,44.47797
21.75111,48.02460
7.81944,45.30101
4.26939,43.86685
-85.38608,38.21696
19.31537,48.04091
7.51171,50.43553
126.83382,33.45607
19.69694,47.36422
136.05925,35.62029
-2.87944,51.36789
136.64022,34.57848
8.83978,39.48059
130.73228,33.57699
23.37319,38.42584
-90.76888,42.52106
-73.95445,42.76510
-1.35962,50.80919
-77.79973,43.01603
11.56945,51.86659
22.68813,39.21517
107.57107,12.01565
11.33534,51.42776
5.19138,47.54188
114.24373,38.37780
-54.04361,-31.35975
-4.94464,50.36236
-119.71830,39.55813
6.11315,52.47024
16.33722,47.96972
22.50531,38.97468
-73.82167,42.82870
-93.61742,42.00397
8.60856,48.01526
6.62504,52.34294
25.56101,40.98928
-121.05546,39.26704
16.78429,53.13183
11.40048,44.57636
16.44411,41.25718
126.92086,35.83564
-4.94936,40.17952
-3.29291,51.56062
11.31373,51.36059
22.13032,39.34174
-79.67627,47.65821
18.17425,40.12577
11.02163,50.18052
22.32592,39.42308
128.40633,38.39538
-76.50487,37.58984
128.80273,36.01628
-0.35070,51.87149
13.56876,49.86202
138.89902,35.21612
-6.63157,39.91178
-1.67149,42.14423
127.23153,34.59751
13.31259,48.65818
22.55407,39.45682
141.29175,43.11865
11.07285,50.20824
21.07868,50.55249
11.69013,50.09376
5.32785,51.04448
22.02254,39.91992
12.19164,54.05896
126.49792,36.63984
10.35372,49.23848
21.24653,38.36177
-93.11790,44.47810
-78.74854,34.54604
127.23967,35.20603
25.59851,40.95387
-6.42543,39.57106
13.90629,42.81677
-71.30517,41.96059
-0.42063,52.13529
4.44368,51.56759
-82.47849,35.43840
12.19257,45.54987
8.83258,41.95620
136.62185,35.07357
13.90894,42.73748
-4.84507,50.39435
11.87160,57.78602
-78.85675,43.01828
-90.66535,42.53389
11.63931,49.98957
6.61902,53.19407
14.01195,49.24982
129.26211,36.07276
-117.01230,33.13616
-88.21204,41.89401
-92.63570,44.01729
24.73468,55.25734
-5.39493,41.49096
22.55287,40.93255
108.49780,13.35876
13.74159,37.28633
135.88970,35.09004
-71.26715,42.11720
8.55009,44.92347
14.28435,37.06743
-77.84364,40.81679
-2.94179,37.21409
12.05069,44.41142
-2.81948,53.56827
126.73706,34.52611
3.82589,40.02707
21.32170,38.41162
134.55669,34.11275
16.49026,49.32465
10.28989,49.91410
147.80917,-20.54664
-4.23704,51.72781
22.52561,38.80723
-88.52252,44.26713
-1.88683,50.86597
-1.34467,50.88574
0.32246,47.68011
12.19402,54.06024
